stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
6548,長科*,61.1,2.07,1.33,14.76,17.53,70.9,7,24.5,5368910.0,0.0,15417309.0,0.0,True,True,40.67,78.27,57.59,23.7
3293,鈊象,756.0,2.07,2.86,1.54,36.69,56.8,7,14.7,-688488.0,300000.0,-1418417.0,959000.0,True,True,28.4,78.46,50.93,0.9
5274,信驊,18230.0,1.17,5.74,8.76,62.4,62.2,8,81.6,123288.0,-19910.0,162378.0,-54213.0,True,True,39.68,61.0,49.27,58.5
8088,品安,61.0,1.71,0.99,12.96,10.85,63.5,1,2.1,1147461.0,0.0,-251466.0,0.0,True,True,19.45,76.22,45.0,11.9
3689,湧德,130.5,2.18,4.82,1.78,9.55,57.4,1,44.3,812035.0,0.0,1228864.0,0.0,True,True,12.46,84.09,44.69,12.5
7734,印能科技,3840.0,1.37,6.37,9.37,16.31,60.1,4,58.9,-43808.0,56000.0,-24711.0,91000.0,True,True,29.14,57.08,41.71,110.4
3551,世禾,207.5,1.62,2.47,1.05,4.13,55.0,1,12.0,308225.0,0.0,223632.0,-80000.0,True,True,8.28,76.36,38.92,13.4
6146,耕興,223.0,1.74,0.9,1.3,2.37,56.9,1,9.6,35000.0,0.0,123990.0,0.0,True,True,7.34,77.21,38.78,12.1
4772,台特化,302.5,1.62,-0.17,-1.98,9.35,48.0,2,210.1,491.0,0.0,106684.0,-19000.0,False,True,0.0,86.02,38.71,1.0
6143,振曜,100.0,1.4,0.4,6.45,1.37,60.1,6,14.2,259000.0,0.0,350000.0,0.0,False,True,0.0,75.4,33.93,0.3
6190,萬泰科,80.4,1.14,3.08,7.84,7.43,65.7,1,39.7,2137011.0,0.0,695011.0,0.0,True,True,14.83,56.45,33.56,46.4
5309,系統電,68.5,1.19,0.74,6.85,10.5,60.7,1,7.6,1981180.0,0.0,1825564.0,0.0,False,True,0.0,73.56,33.1,11.6
3105,穩懋,560.0,1.36,-0.36,7.66,272.89,62.3,7,48.9,180699.0,363559.0,928227.0,1196558.0,False,True,0.0,57.91,26.06,62.6
3691,碩禾,155.5,1.7,-0.96,16.34,9.19,63.0,0,163.4,-634123.0,0.0,-1017273.0,0.0,False,True,0.0,50.38,22.67,33.5
3402,漢科,154.0,2.03,0.0,11.46,8.06,70.1,0,20.1,-1002383.0,0.0,818276.0,0.0,False,True,0.0,47.8,21.51,21.3
6290,良維,328.5,1.27,-1.05,16.48,35.93,70.7,3,3.7,917430.0,0.0,3429402.0,0.0,False,True,0.0,47.18,21.23,51.0
6121,新普,396.5,1.38,0.51,6.6,3.83,66.8,1,4.4,-35820.0,92778.0,583681.0,-45701.0,False,True,0.0,44.8,20.16,14.3
8299,群聯,2480.0,1.32,-1.0,11.26,269.57,56.5,0,236.6,-1995820.0,-194865.0,-3432953.0,-610342.0,False,True,0.0,31.56,14.2,43.8
5289,宜鼎,1700.0,1.15,0.59,14.3,72.46,60.7,0,583.1,-619473.0,-39260.0,-823967.0,-640877.0,False,True,0.0,30.72,13.82,67.5
6877,鏵友益,172.5,1.94,-2.27,3.21,2.23,59.9,0,33.3,-143836.0,0.0,-237786.0,0.0,False,True,0.0,30.0,13.5,50.0
6584,南俊國際,688.0,1.19,-0.29,-0.93,5.12,54.3,0,35.1,-104116.0,-13000.0,67420.0,-46000.0,False,True,0.0,27.36,12.31,21.1
6234,高僑,54.2,1.99,-1.99,9.5,6.36,58.8,0,1.9,-2282866.0,0.0,-2989567.0,0.0,False,True,0.0,25.26,11.37,80.1
6231,系微,297.0,1.15,-1.82,-2.49,2.55,51.6,0,14.5,-94960.0,0.0,21040.0,0.0,False,True,0.0,22.12,9.95,3.7
6725,矽科宏晟,340.5,1.6,-1.59,1.15,3.6,57.5,0,,-113000.0,0.0,-367000.0,0.0,False,True,0.0,16.83,7.57,15.8
6693,廣閎科,151.0,1.91,-4.13,2.67,3.17,56.5,3,85.7,98525.0,-65000.0,507354.0,-125000.0,True,False,10.52,0.0,5.79,43.1
