stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
2359,所羅門,145.0,2.09,2.11,5.06,16.19,55.7,4,35.6,318865.0,0.0,544542.0,0.0,True,True,31.38,82.09,57.75,2.5
2425,承啟,46.85,1.8,2.29,12.0,5.24,65.4,6,375.6,-99080.0,7000.0,-342610.0,85000.0,True,True,49.34,63.96,56.94,33.9
6166,凌華,166.5,2.85,4.39,19.29,28.06,70.4,3,25.9,977778.0,0.0,3993233.0,0.0,True,True,48.56,55.37,52.1,31.6
3231,緯創,179.0,1.55,3.17,15.06,323.37,68.7,7,53.8,32435090.0,10842925.0,135662359.0,10373315.0,True,False,58.36,0.0,28.01,20.1
6579,研揚,180.5,2.42,-1.63,10.65,8.45,61.9,1,47.1,-56888.0,2000.0,202895.0,2000.0,True,False,20.53,0.0,9.85,13.5
