stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score
5498,凱崴,65.6,2.78,4.29,10.52,30.09,60.4,4,47.7,5274410,0,6232416,0,TRUE,TRUE,30.46,87.11,55.95
5439,高技企業,334.5,1.67,2.29,18.29,40.35,63.9,4,60.3,133113,384000,3251125,476000,TRUE,TRUE,34.36,75.74,52.98
4721,美琪瑪,78.2,2.22,5.53,11.52,1.58,70.2,1,121.1,262000,0,347001,0,TRUE,TRUE,22.35,89.12,52.4
3289,宜特科技,155.5,2.21,3.32,15.84,18.6,64.3,3,-11.1,774850,0,2628729,0,TRUE,TRUE,30.8,74.99,50.69
3236,千如電機,32.6,2.44,5.84,8.08,2.04,57.7,3,13.1,1417950,0,1705950,0,TRUE,TRUE,25.71,80.68,50.45
6667,信紘科,257,2.56,3.21,2.79,2.28,57.6,3,41.3,72250,0,141000,0,TRUE,TRUE,18.14,85.77,48.57
5483,中美晶,119.5,2.1,5.75,5.1,18.36,56.3,3,9.2,3436049,-14909,6315504,-118540,TRUE,TRUE,21.98,78.89,47.59
6173,信昌電陶,65.3,2.03,3.98,3.99,2.46,55.3,4,12.7,231030,0,853040,0,TRUE,TRUE,22.13,78.36,47.43
6245,立端科技,74.5,1.85,3.62,11.77,1.9,67.7,1,18.8,833000,0,1007090,0,TRUE,TRUE,20.12,76.92,45.68
3529,力旺電子,2955,1.6,2.96,12.9,50.78,62.6,5,30.4,332597,25839,609887,33840,TRUE,TRUE,32.47,58.58,44.22
8431,匯鑽科,67,2.14,0.3,2.51,2.9,54.2,3,-9.4,666000,0,1070800,0,TRUE,TRUE,14.34,78.7,43.3
6121,新普科技,352.5,1.26,1.73,3.52,1.25,56.5,3,4.6,158803,-30118,277142,-54863,TRUE,TRUE,15.04,74.53,41.81
4979,華星光,449.5,1.85,4.78,12.65,17.13,61.8,2,20.2,99061,-430000,-164140,-430000,TRUE,TRUE,26.8,56.37,40.11
6146,耕興,201.5,1.59,1.51,2.47,1.05,58.9,7,6.5,128000,0,264000,0,TRUE,TRUE,26.68,53.81,38.89
