stock_id,name,close,daily_return_pct,vol_ratio,rsi14,ma28_bias_pct,inst_consec_days,yoy_revenue_pct,past_42d_pct,composite_score,is_early_breakout,is_strong_confirm
5289,宜鼎,1810.0,6.47,1.22,66.0,17.51,2,583.1,88.5,42.35,True,True
5274,信驊,18950.0,6.25,1.96,64.5,11.04,1,81.6,64.0,41.75,True,True
6121,新普,393.0,1.42,1.21,62.0,4.89,2,4.4,14.9,33.52,True,False
3491,昇達科,2200.0,10.0,0.94,68.5,24.55,7,84.0,32.1,25.42,False,True
6603,富強鑫,25.55,4.07,2.73,62.8,5.57,0,12.3,18.6,23.19,True,False
