stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
3014,聯陽,139.5,2.35,2.95,5.98,5.73,67.7,22,5.3,596010.0,50553.0,1320459.0,103105.0,True,True,121.9,79.46,99.83,6.1
6526,達發,724.0,2.16,4.78,16.22,20.73,72.0,10,26.1,851986.0,0.0,1610308.0,-1000.0,True,True,77.66,78.18,77.93,23.1
2376,技嘉,368.0,1.98,3.37,3.66,42.99,59.7,10,98.4,570476.0,37442.0,-107863.0,1681683.0,True,True,59.97,86.69,73.86,3.8
6257,矽格,250.5,1.56,2.45,18.39,70.18,70.8,6,28.6,3063495.0,18000.0,24837147.0,35000.0,True,True,56.52,74.88,66.07,10.8
2449,京元電子,301.5,1.89,3.43,16.59,169.51,66.6,5,31.6,2032750.0,4558342.0,26082390.0,4410307.0,True,True,51.48,77.34,64.93,5.4
2360,致茂,2375.0,1.93,3.71,11.06,91.08,63.4,1,156.3,594191.0,-264075.0,498598.0,-202394.0,True,True,25.58,85.75,56.87,10.2
6805,富世達,2415.0,1.66,5.23,16.25,58.77,64.5,3,29.1,-494592.0,771000.0,-779530.0,1556000.0,True,True,42.62,53.65,48.36,66.0
3714,富采,68.8,1.72,2.08,11.49,18.44,65.2,1,14.2,-3280603.0,1000.0,206560.0,1000.0,True,True,23.71,46.15,35.38,28.1
1560,中砂,914.0,1.66,2.01,24.95,47.66,72.9,5,30.4,497876.0,509000.0,713796.0,859000.0,True,False,59.6,0.0,28.61,30.2
3189,景碩,827.0,1.54,-0.6,-1.05,198.35,51.4,0,40.6,-1500839.0,-74000.0,-2544719.0,547000.0,False,True,0.0,50.51,26.27,5.4
2413,環科,54.0,1.99,1.69,16.22,14.06,67.7,1,2.2,1080400.0,0.0,152960.0,0.0,True,False,29.96,0.0,14.38,29.0
