stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score
2406,國碩,34.9,1.65,7.22,7.96,6.77,59.8,9,,6806160.0,0.0,8295182.0,0.0,True,True,63.89,61.55,62.67
2458,義隆,144.0,1.54,1.41,7.53,7.94,64.1,5,6.3,532240.0,-155708.0,2716433.0,-826031.0,True,True,37.42,74.95,56.94
2606,裕民,65.1,1.63,1.4,6.47,4.77,63.4,5,,3093000.0,-395000.0,6110432.0,-1463217.0,True,True,36.36,70.02,53.86
3481,群創,29.75,1.76,5.87,16.15,252.15,66.8,7,,186758969.0,156916.0,381477707.0,-11775.0,True,True,63.13,43.19,52.76
6209,今國光,72.2,1.91,5.87,20.93,13.94,67.4,1,,2012110.0,0.0,3748137.0,0.0,True,True,40.06,62.11,51.53
5388,中磊,80.3,2.61,2.42,0.31,10.32,51.5,1,65.5,2561850.0,0.0,3674850.0,0.0,True,True,13.17,85.53,50.8
2376,技嘉,309.0,1.88,2.66,16.69,76.07,72.7,6,,1185614.0,287921.0,8173701.0,-565851.0,True,True,55.91,43.74,49.58
2375,凱美,91.3,2.03,2.93,10.41,10.75,60.4,1,,398553.0,-190.0,112553.0,-584.0,True,True,24.41,71.5,48.9
2610,華航,18.6,2.03,3.62,2.27,9.53,55.7,1,,7286924.0,-491427.0,-2040062.0,-771854.0,True,True,18.0,71.48,45.81
8422,可寧衛,28.4,1.8,1.97,-1.97,4.69,44.0,1,-11.5,2955021.0,-144000.0,1109196.0,-518000.0,True,True,7.46,76.52,43.37
4722,國精化,215.0,1.94,6.17,19.41,14.94,68.6,1,3.3,486892.0,0.0,297044.0,0.0,True,True,38.61,46.07,42.49
2324,仁寶,29.45,1.66,0.86,0.39,14.48,47.1,1,,9382079.0,-311031.0,6169840.0,-818522.0,True,True,8.8,70.39,40.83
2493,揚博,141.0,1.55,1.44,13.17,9.22,63.0,2,,-877981.0,2000.0,-1886817.0,3000.0,True,True,29.75,47.65,39.06
2344,華邦電,114.0,1.55,5.07,22.14,382.99,66.9,8,,34578549.0,13521969.0,67937283.0,18298818.0,True,False,73.96,0.0,35.5
2492,華新科,160.0,2.08,8.84,18.94,65.49,65.2,4,,6414378.0,0.0,15817745.0,5000.0,True,False,55.92,0.0,26.84
3305,昇貿,118.5,1.88,2.16,6.83,11.57,61.2,0,60.2,-583100.0,0.0,-4770.0,0.0,False,True,0.0,50.9,26.47
2356,英業達,49.95,1.63,1.52,11.06,21.05,69.4,7,36.5,15348204.0,-65060.0,34627986.0,-370929.0,True,False,51.96,0.0,24.94
3006,晶豪科,196.5,1.54,-1.75,19.19,99.43,62.7,4,349.2,1498089.0,17000.0,8039588.0,12000.0,True,False,43.64,0.0,20.95
3048,益登,42.1,1.86,2.18,10.73,5.31,63.2,0,,-1250020.0,0.0,596805.0,0.0,False,True,0.0,40.11,20.86
1215,卜蜂,138.0,1.64,-1.08,-2.08,3.54,38.0,0,,-1313719.0,-63000.0,-2595708.0,-196000.0,False,True,0.0,39.5,20.54
2363,矽統,57.9,1.63,1.22,12.28,16.04,62.6,0,,-1472512.0,0.0,474502.0,45000.0,False,True,0.0,39.03,20.3
6781,AES-KY,1155.0,1.67,1.32,9.15,32.85,58.1,4,16.6,217116.0,1214.0,198896.0,1753.0,True,False,34.82,0.0,16.71
2354,鴻準,63.3,1.59,-1.56,20.03,40.71,74.2,1,-49.4,-4093785.0,4000.0,-6565760.0,4000.0,True,False,30.31,0.0,14.55
2618,長榮航,35.4,1.54,4.27,2.32,15.47,57.7,4,,9082254.0,1376710.0,-2699187.0,2633142.0,True,False,29.06,0.0,13.95
6442,光聖,2095.0,1.71,1.7,0.26,54.66,52.2,1,,-326619.0,109000.0,-49000.0,21994.0,True,True,9.66,17.72,13.85
8261,富鼎,128.0,2.09,4.92,12.41,10.21,65.8,0,5.3,-1213974.0,0.0,-1326436.0,5000.0,False,True,0.0,25.96,13.5
2357,華碩,639.0,1.74,1.59,9.35,63.22,71.4,2,,-1231654.0,1110422.0,260936.0,1507767.0,True,False,25.76,0.0,12.36
3036,文曄,219.0,1.77,2.34,0.07,41.74,53.5,0,,-5900691.0,-422757.0,-6726023.0,-748777.0,False,True,0.0,18.27,9.5
3376,新日興,215.0,1.63,4.88,4.84,15.66,55.9,1,,1274072.0,-56400.0,279231.0,-6000.0,True,False,18.37,0.0,8.82
