stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
3293,鈊象,800.0,1.11,1.39,7.36,34.25,66.9,13,14.7,-1137033.0,1545000.0,-3301244.0,5323000.0,True,True,49.3,72.93,59.93,6.0
6510,精測,3505.0,1.85,5.89,-1.2,56.42,50.9,4,34.1,-67355.0,125427.0,-266035.0,260580.0,True,True,19.48,82.45,47.82,10.7
5904,寶雅,582.0,1.17,1.93,3.28,1.94,61.7,1,16.7,126268.0,-3000.0,115491.0,-14100.0,True,True,9.27,74.11,38.45,17.0
6509,聚和,51.5,1.42,4.04,10.99,2.55,63.5,3,9.8,1273000.0,55000.0,206684.0,170000.0,True,True,26.2,53.25,38.37,15.3
6903,巨漢,406.5,1.51,3.3,0.37,4.57,53.7,1,297.0,139086.0,0.0,-101914.0,0.0,True,True,8.46,63.54,33.25,45.7
6613,朋億*,266.0,1.32,1.72,6.35,0.95,60.2,2,30.8,28420.0,0.0,37420.0,0.0,False,True,0.0,57.35,25.81,27.6
3211,順達,454.0,1.46,-2.16,14.48,85.68,61.9,1,18.6,1534533.0,-904000.0,101605.0,-2635000.0,False,True,0.0,52.79,23.76,36.7
6231,系微,319.0,1.38,2.24,4.98,8.3,58.9,1,14.5,336223.0,0.0,-30617.0,0.0,False,True,0.0,52.7,23.72,18.6
5536,聖暉*,1120.0,1.13,6.16,18.01,20.93,66.4,2,15.2,738871.0,8130.0,1292291.0,-37638.0,False,True,0.0,46.38,20.87,60.2
4953,緯軟,142.0,0.67,1.07,15.92,2.21,77.7,3,32.9,149000.0,0.0,335993.0,-1000.0,True,False,26.51,0.0,14.58,29.1
3691,碩禾,164.5,1.22,0.61,14.85,10.21,62.4,0,163.4,-82540.0,0.0,-2023450.0,0.0,False,True,0.0,30.77,13.85,61.3
5452,佶優,36.15,1.53,2.26,8.89,3.42,60.4,2,6.5,304200.0,0.0,994698.0,0.0,True,False,19.27,0.0,10.6,15.1
3264,欣銓,236.5,0.61,3.05,6.24,30.27,57.5,3,27.8,2691525.0,15245.0,17820834.0,-12312517.0,True,False,18.5,0.0,10.18,46.9
3265,台星科,193.0,0.95,1.58,6.33,4.18,61.5,3,37.9,357734.0,48000.0,1307235.0,100000.0,True,False,17.69,0.0,9.73,34.5
6223,旺矽,6070.0,0.36,2.88,8.76,54.19,59.0,2,52.6,25131.0,29164.0,162666.0,-134303.0,True,False,17.37,0.0,9.55,61.2
6693,廣閎科,157.0,1.06,1.95,6.61,1.57,59.9,2,85.7,109504.0,0.0,129295.0,-55000.0,True,False,15.57,0.0,8.56,45.4
