stock_id,name,close,daily_return_pct,vol_ratio,rsi14,ma28_bias_pct,inst_consec_days,yoy_revenue_pct,past_42d_pct,composite_score,is_early_breakout,is_strong_confirm
2609,陽明,51.6,2.18,1.72,54.6,1.7,7,34.6,0.0,61.96,True,True
2002,中鋼,19.65,3.15,2.48,67.7,4.22,4,21.8,4.8,60.71,True,True
2615,萬海,87.5,3.06,2.34,61.7,5.8,2,50.1,3.3,55.62,True,True
2359,所羅門,153.5,6.97,1.58,61.0,10.04,1,,6.2,44.53,True,True
4566,時碩工業,74.8,-1.97,2.27,60.3,10.72,0,31.9,18.4,27.61,True,False
