stock_id,name,close,daily_return_pct,vol_ratio,rsi14,ma28_bias_pct,inst_consec_days,yoy_revenue_pct,past_42d_pct,composite_score,is_early_breakout,is_strong_confirm
6757,台灣虎航-創,55.7,-1.24,1.69,56.4,5.03,0,26.5,10.1,26.29,True,False
9939,宏全,126.5,2.43,1.66,61.5,6.0,0,,8.1,21.1,True,False
1722,台肥,47.95,1.91,1.68,62.5,3.08,0,,4.0,20.72,True,False
2105,正新,34.55,1.62,1.73,71.1,7.92,0,,8.8,20.63,True,False
6191,精成科,100.5,3.61,1.55,57.0,2.96,0,,10.7,20.22,True,False
