stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
2615,萬海,86.1,1.72,2.87,8.37,22.55,66.9,1,13.1,9605790.0,-17994.0,8709675.0,-76413.0,True,True,20.82,76.34,49.69,8.4
2316,楠梓電,167.0,1.82,4.37,18.16,17.65,65.5,2,74.3,862969.0,0.0,534759.0,0.0,True,True,39.79,54.24,47.3,80.3
1904,正隆,21.9,1.55,-1.79,15.88,3.8,71.4,1,16.5,1371180.0,-2000.0,1720430.0,-2000.0,True,True,24.7,52.64,39.23,15.3
3019,亞光,152.5,2.27,0.33,3.05,36.51,58.0,0,16.2,-2119562.0,0.0,-2126449.0,0.0,False,True,0.0,53.16,27.64,26.0
9958,世紀鋼,121.0,2.92,2.98,15.49,23.64,69.5,0,32.1,-3922159.0,0.0,-1773129.0,0.0,False,True,0.0,51.32,26.69,12.6
2359,所羅門,142.0,1.66,-0.7,7.42,22.59,57.5,0,20.7,-408940.0,0.0,-603481.0,0.0,False,True,0.0,50.01,26.01,30.9
2637,慧洋-KY,80.6,1.95,3.2,8.18,12.7,65.9,6,45.9,5605901.0,149940.0,11698860.0,-4622335.0,True,False,46.26,0.0,22.2,18.5
1708,東鹼,49.1,2.08,3.04,21.48,20.83,73.3,1,42.0,3108674.0,0.0,1818193.0,0.0,True,False,38.5,0.0,18.48,13.5
3033,威健,51.8,2.1,3.6,12.0,16.44,68.5,0,15.2,-3976000.0,-24879.0,-3965528.0,-52162.0,False,True,0.0,30.53,15.88,59.6
2059,川湖,5620.0,1.97,5.05,15.79,71.8,66.6,0,172.1,-191552.0,-6386.0,-197362.0,105590.0,False,True,0.0,29.04,15.1,77.0
6209,今國光,87.9,2.1,3.78,18.56,33.23,66.1,0,66.9,-635542.0,0.0,673932.0,0.0,False,True,0.0,21.09,10.97,77.4
