stock_id,name,close,daily_return_pct,vol_ratio,rsi14,ma28_bias_pct,inst_consec_days,yoy_revenue_pct,past_42d_pct,composite_score,is_early_breakout,is_strong_confirm
5904,寶雅,658.0,-1.2,2.04,67.4,11.47,2,19.2,24.2,35.85,True,True
8932,智通*,104.5,3.98,1.69,57.6,3.53,1,3.6,10.2,31.41,True,True
3430,奇鈦科,157.0,5.37,1.39,59.1,3.1,1,6.2,35.3,30.66,True,True
5536,聖暉*,1300.0,3.17,1.03,67.4,19.81,4,27.8,37.0,20.01,False,True
5371,中光電,78.6,2.75,1.22,65.7,9.69,0,6.1,1.6,19.7,True,False
