stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
6005,群益證,36.0,1.6,2.86,18.01,9.04,79.5,6,301.6,6213220.0,-92000.0,17018689.0,-1550563.0,True,True,49.39,79.81,65.21,27.9
8131,福懋科,69.2,1.55,0.44,7.22,9.39,58.8,5,40.5,1648887.0,0.0,5576628.0,0.0,True,True,36.25,80.18,59.09,7.0
6531,愛普*,1095.0,1.65,1.39,17.59,169.3,64.3,4,92.9,347388.0,550211.0,562921.0,823352.0,True,True,45.59,57.63,51.85,115.1
1514,亞力,125.5,1.88,0.4,6.73,28.73,63.6,1,40.1,560530.0,0.0,-676779.0,0.0,True,True,17.03,81.77,50.69,13.6
2329,華泰,59.9,2.09,2.39,3.67,28.37,57.1,1,4.8,11627292.0,0.0,13353779.0,0.0,True,True,16.14,78.81,48.73,12.8
8112,至上,86.0,1.58,0.0,1.29,41.0,53.7,2,56.0,222114.0,-43978.0,2906963.0,-62496.0,True,True,13.77,80.37,48.4,8.2
8271,宇瞻,237.0,1.6,1.94,2.94,17.97,58.3,1,360.8,897543.0,0.0,-556108.0,0.0,True,True,13.1,62.41,38.74,62.3
6191,精成科,97.1,1.87,-0.92,-2.53,17.84,49.6,0,1.8,-4194624.0,0.0,-2419308.0,381000.0,False,True,0.0,46.76,24.32,5.1
8110,華東,62.0,2.29,2.31,24.77,72.39,70.1,0,15.0,-2505726.0,0.0,-335293.0,0.0,False,True,0.0,39.62,20.6,18.1
3583,辛耘,877.0,1.73,0.11,3.93,43.3,57.4,1,10.8,-72699.0,81000.0,42575.0,-59000.0,False,True,0.0,24.2,12.58,75.0
