stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score
5314,世紀*,77.3,1.65,0.52,-0.09,7.78,46.9,3,132.5,109610.0,-212000.0,1275348.0,-206000.0,False,True,0.0,86.44,38.9
5864,致和證,26.5,1.72,3.72,7.45,1.72,63.0,5,,2015000.0,0.0,3573000.0,0.0,True,True,28.08,47.91,37.0
4931,新盛力,162.5,1.41,-1.81,14.62,58.96,65.0,1,36.1,836100.0,0.0,739139.0,0.0,False,True,0.0,79.34,35.7
8936,國統,49.95,1.16,-0.5,-3.61,1.73,41.3,1,24.5,354000.0,0.0,-806000.0,0.0,False,True,0.0,74.7,33.62
6640,均華,1505.0,1.25,2.38,7.77,22.91,57.5,9,250.1,-95792.0,184000.0,-103004.0,238400.0,False,True,0.0,61.27,27.57
4966,譜瑞-KY,649.0,1.85,8.17,24.9,51.19,74.7,2,3.4,-297788.0,210000.0,-133516.0,431000.0,True,False,41.21,0.0,22.67
6138,茂達,253.5,1.76,5.85,12.57,5.31,69.9,6,16.4,360189.0,-36000.0,642189.0,-261000.0,True,False,38.47,0.0,21.16
3374,精材,198.5,1.1,8.17,15.92,35.2,62.3,3,14.2,2401575.0,-418771.0,4005485.0,-410471.0,True,False,33.5,0.0,18.43
3324,雙鴻,1215.0,1.19,9.95,19.95,112.81,67.5,4,91.7,283079.0,0.0,1856708.0,5121.0,True,False,32.34,0.0,17.79
6146,耕興,225.0,0.74,2.51,10.38,1.28,69.7,4,6.5,-149200.0,101.0,333300.0,2267.0,True,False,24.91,0.0,13.7
8064,東捷,84.2,1.15,9.92,16.39,20.44,63.0,2,27.2,5358702.0,0.0,3188752.0,0.0,True,False,20.62,0.0,11.34
3317,尼克森,55.2,0.94,7.39,10.33,1.79,61.4,1,12.6,449950.0,0.0,1145620.0,0.0,True,False,20.55,0.0,11.3
8027,鈦昇,156.5,1.78,9.82,14.73,30.06,61.6,2,-9.6,350400.0,0.0,220366.0,0.0,True,False,20.11,0.0,11.06
8147,正淩,164.0,1.69,2.5,12.16,4.03,65.5,1,15.1,47000.0,0.0,-114000.0,0.0,True,False,19.45,0.0,10.7
6761,穩得,213.0,1.2,-2.07,17.92,8.18,67.7,0,-14.7,-408000.0,0.0,-159952.0,0.0,False,True,0.0,16.14,7.26
6121,新普,370.5,0.88,1.79,5.76,2.99,64.0,1,4.6,118950.0,-100885.0,168872.0,-338961.0,True,False,10.52,0.0,5.79
5904,寶雅,540.0,0.32,1.89,5.42,1.06,64.9,1,20.6,57000.0,-3000.0,-102236.0,77800.0,True,False,9.15,0.0,5.03
