stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
8054,安國,105.5,1.9,4.46,0.19,5.42,51.0,1,47.7,134700.0,-5000.0,-159296.0,-5000.0,True,True,9.57,83.13,42.67,5.5
3293,鈊象,728.0,1.37,1.53,-2.8,15.41,44.8,2,14.7,550281.0,186000.0,385777.0,198000.0,False,True,0.0,74.83,33.67,0.0
5347,世界,157.5,1.33,-0.94,5.43,164.5,52.7,4,9.6,-35062347.0,14477011.0,118770282.0,18622526.0,False,True,0.0,52.35,23.56,32.9
5291,邑昇,76.5,3.03,4.37,12.62,4.79,62.2,6,69.5,741097.0,0.0,985097.0,0.0,True,False,39.74,0.0,21.86,38.1
5236,凌陽創新,179.0,2.76,9.82,13.25,3.29,69.0,5,28.1,384770.0,-2000.0,529783.0,-2000.0,True,False,31.36,0.0,17.25,37.7
3663,鑫科,83.4,2.78,9.88,16.77,11.94,66.4,3,0.6,1471850.0,0.0,3035700.0,0.0,True,False,28.94,0.0,15.92,16.2
8096,擎亞,105.5,1.79,0.48,11.03,42.66,66.6,0,21.4,-994006.0,0.0,5467335.0,0.0,False,True,0.0,24.36,10.96,30.2
8932,智通*,102.0,0.89,2.0,10.71,3.36,60.4,2,27.2,393000.0,0.0,44161.0,0.0,True,False,19.49,0.0,10.72,14.5
6425,易發,88.8,0.77,4.84,6.28,3.4,57.9,1,31.7,522000.0,0.0,275381.0,0.0,True,False,14.15,0.0,7.78,30.6
6121,新普,374.5,1.05,2.6,2.8,2.97,55.7,1,4.4,277834.0,-9191.0,218626.0,-146736.0,True,False,9.06,0.0,4.98,5.5
6613,朋億*,248.5,0.65,0.0,4.57,0.89,60.3,1,30.8,37000.0,-1214.0,15960.0,-3011.0,True,False,7.84,0.0,4.31,26.5
3491,昇達科,1765.0,2.13,-4.85,4.21,120.44,55.2,1,84.0,-47404.0,17320.0,127256.0,54550.0,True,False,5.83,0.0,3.21,22.1
6290,良維,269.5,0.55,1.51,1.42,7.02,52.9,1,3.7,-122289.0,3000.0,-1869965.0,-56400.0,True,False,5.76,0.0,3.17,22.8
