stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score
3592,瑞鼎,258.5,1.85,6.6,10.74,7.01,66.4,10,13.6,202370.0,206516.0,258489.0,498797.0,True,True,72.05,68.94,70.43
6449,鈺邦,183.0,1.81,2.23,10.78,5.25,64.3,8,26.3,469167.0,-179.0,914173.0,-117368.0,True,True,57.63,81.13,69.85
6781,AES-KY,1230.0,1.72,6.49,15.63,43.71,64.8,6,16.6,590937.0,1.0,854528.0,1754.0,True,True,58.15,75.2,67.02
8033,雷虎,159.0,2.22,4.95,10.01,19.53,60.9,6,6.4,2627090.0,0.0,2753500.0,0.0,True,True,50.77,79.05,65.48
2363,矽統,59.4,1.61,2.59,14.33,20.76,65.3,1,87.2,8514473.0,0.0,7815950.0,35000.0,True,True,27.68,84.56,57.26
5269,祥碩,1410.0,1.66,2.92,14.5,49.04,64.2,4,,1952.0,5001.0,68065.0,19244.0,True,True,43.04,70.1,57.11
5388,中磊,85.1,2.16,5.98,5.84,14.3,61.9,2,65.5,7934500.0,0.0,10284350.0,0.0,True,True,26.96,82.94,56.07
2458,義隆,151.5,1.74,5.21,12.39,12.91,71.5,6,6.3,2794070.0,-959805.0,4333419.0,-1379758.0,True,True,52.81,54.28,53.57
6206,飛捷,119.0,2.15,1.71,12.67,6.47,74.1,7,,714018.0,-6931.0,1268018.0,-21837.0,True,True,55.42,50.23,52.72
8112,至上,89.3,1.62,2.76,7.54,26.54,59.0,1,56.0,5489350.0,-503998.0,9258387.0,-446997.0,True,True,19.42,80.2,51.03
2404,漢唐,1015.0,1.71,1.81,8.08,71.3,60.9,3,,1804164.0,-63000.0,2756059.0,-213000.0,True,True,29.1,71.04,50.91
4906,正文,40.0,3.58,3.36,6.63,51.95,61.5,2,-23.2,16510679.0,0.0,21859679.0,-15000.0,True,True,28.8,64.73,47.48
6282,康舒,50.4,1.95,-0.59,4.86,27.63,56.2,2,,10801572.0,0.0,12204711.0,0.0,True,True,18.29,71.75,46.09
6196,帆宣,410.0,1.75,4.33,17.53,25.78,70.0,1,46.3,709859.0,-222.0,1001698.0,-1334.0,True,True,33.85,54.2,44.43
5434,崇越,423.0,1.79,1.08,7.96,5.35,63.7,2,,43508.0,81000.0,-227164.0,67348.0,True,True,23.5,49.22,36.87
2371,大同,30.55,1.62,-0.97,-2.42,8.31,44.0,3,,-1970491.0,36000.0,2385363.0,97040.0,False,True,0.0,69.58,36.18
8454,富邦媒,196.0,1.53,3.7,9.91,3.24,72.4,11,,325454.0,161000.0,988813.0,329952.0,True,False,72.05,0.0,34.58
2324,仁寶,29.65,1.63,0.68,1.3,17.77,48.6,0,15.5,-6422494.0,-442000.0,2326243.0,-878031.0,False,True,0.0,51.17,26.61
3416,融程電,175.5,1.53,2.33,13.02,2.67,72.3,0,56.3,-65200.0,0.0,16214.0,0.0,False,True,0.0,49.46,25.72
2421,建準,149.0,1.85,-0.33,5.94,21.8,57.2,0,15.0,-503165.0,0.0,-1504701.0,-1000.0,False,True,0.0,46.34,24.1
1476,儒鴻,344.0,1.58,2.69,2.52,5.2,51.3,0,-3.7,-62470.0,-9195.0,-243843.0,-9432.0,False,True,0.0,45.25,23.53
1513,中興電,158.0,1.61,0.96,4.62,28.29,59.3,0,5.9,-1399723.0,-159160.0,-4192107.0,-420320.0,False,True,0.0,45.17,23.49
2301,光寶科,204.0,1.66,0.25,23.99,203.93,73.2,3,24.5,10059376.0,-4790472.0,58392621.0,-5567550.0,True,False,47.17,0.0,22.64
4915,致伸,72.5,2.02,-1.49,-1.02,5.45,44.7,1,,-4808120.0,386266.0,-7499973.0,485472.0,False,True,0.0,41.71,21.69
1503,士電,202.5,1.6,1.5,5.94,13.01,58.2,0,,-170331.0,0.0,-375959.0,108000.0,False,True,0.0,38.98,20.27
2428,興勤,190.5,2.02,1.06,10.1,7.35,65.5,2,19.3,603939.0,0.0,903059.0,0.0,True,False,26.74,0.0,12.84
1216,統一,73.2,1.86,5.48,2.37,25.24,60.7,3,,16940647.0,767489.0,16161340.0,-1318020.0,True,False,26.21,0.0,12.58
3576,聯合再生,17.45,1.9,1.45,-1.97,10.05,50.5,0,,-3896500.0,0.0,-356461.0,0.0,False,True,0.0,19.03,9.9
