stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
6757,台灣虎航-創,55.7,1.69,-1.24,5.03,3.67,56.4,0,26.5,0.0,0.0,0.0,0.0,False,True,0,50.56,26.29,10.1
9939,宏全,126.5,1.66,2.43,6.0,2.94,61.5,0,,0.0,0.0,0.0,0.0,False,True,0,40.58,21.1,8.1
1722,台肥,47.95,1.68,1.91,3.08,3.21,62.5,0,,0.0,0.0,0.0,0.0,False,True,0,39.84,20.72,4.0
2105,正新,34.55,1.73,1.62,7.92,14.35,71.1,0,,0.0,0.0,0.0,0.0,False,True,0,39.67,20.63,8.8
6191,精成科,100.5,1.55,3.61,2.96,15.43,57.0,0,,0.0,0.0,0.0,0.0,False,True,0,38.89,20.22,10.7
2489,瑞軒,50.1,1.55,4.81,12.54,38.72,58.1,0,,0.0,0.0,0.0,0.0,False,True,0,38.5,20.02,50.0
2498,宏達電,49.95,1.87,-0.1,15.64,19.94,71.1,0,,0.0,0.0,0.0,0.0,False,True,0,35.99,18.71,24.6
2413,環科,55.1,1.82,3.38,15.63,7.66,67.0,0,,0.0,0.0,0.0,0.0,False,True,0,35.49,18.45,10.0
2406,國碩,38.0,1.51,6.15,16.0,10.78,65.2,0,,0.0,0.0,0.0,0.0,False,True,0,33.96,17.66,16.9
3376,新日興,226.5,1.89,7.09,9.06,31.96,60.9,0,,0.0,0.0,0.0,0.0,False,True,0,32.51,16.91,15.6
1528,恩德,30.7,2.98,2.16,15.2,15.4,65.4,0,,0.0,0.0,0.0,0.0,False,True,0,19.72,10.25,17.6
3665,貿聯-KY,2305.0,1.73,5.01,-5.28,113.9,51.1,0,,0.0,0.0,0.0,0.0,False,True,0,17.97,9.34,20.7
2347,聯強,91.1,1.66,-0.44,8.21,16.53,72.1,0,,0.0,0.0,0.0,0.0,False,True,0,17.47,9.08,17.5
2402,毅嘉,69.7,1.62,1.46,2.22,13.1,55.4,0,,0.0,0.0,0.0,0.0,False,True,0,17.34,9.02,35.1
9933,中鼎,42.7,2.79,8.51,12.2,8.61,71.1,0,,0.0,0.0,0.0,0.0,False,True,0,15.6,8.11,20.3
3059,華晶科,50.6,2.24,-0.78,20.68,23.45,76.5,0,,0.0,0.0,0.0,0.0,False,True,0,11.11,5.78,40.2
6269,台郡,77.5,1.6,3.47,22.21,18.96,72.0,0,,0.0,0.0,0.0,0.0,False,True,0,7.91,4.11,32.5
1605,華新,42.7,1.5,5.56,22.45,62.49,72.6,0,,0.0,0.0,0.0,0.0,False,True,0,7.5,3.9,38.6
