stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
3596,智易,193.5,1.59,3.75,4.06,6.78,58.6,8,4.2,782946.0,401000.0,1728869.0,729000.0,True,True,50.26,75.16,63.21,9.3
1513,中興電,172.0,1.56,2.08,5.12,18.3,57.7,2,3.6,-1760347.0,12000.0,155644.0,84657.0,True,True,20.24,75.15,48.79,12.4
3034,聯詠,515.0,1.63,3.0,5.71,36.1,66.0,6,9.4,1095755.0,-400368.0,1575418.0,-282326.0,True,True,41.82,53.31,47.79,24.1
2489,瑞軒,48.6,1.64,5.88,6.3,28.62,56.6,3,9.0,5415723.0,0.0,15789043.0,-4000.0,True,True,30.91,54.12,42.98,8.8
2618,長榮航,42.55,2.23,7.04,16.46,81.68,78.3,7,22.1,102133693.0,-11667700.0,138506373.0,-16989058.0,True,False,58.31,0.0,27.99,20.5
1503,士電,236.5,2.36,5.35,10.55,27.96,59.6,0,8.4,-1571142.0,-2000.0,-1249102.0,-5856.0,False,True,0.0,49.42,25.7,19.7
6670,復盛應用,300.5,1.8,4.52,10.91,5.33,73.7,5,32.0,-517023.0,208272.0,-1185844.0,589936.0,True,False,45.57,0.0,21.87,15.6
2399,映泰,51.9,3.0,-1.7,9.55,24.95,60.6,0,48.2,-997112.0,0.0,3612815.0,0.0,False,True,0.0,35.06,18.23,47.2
2610,華航,21.85,1.84,3.07,13.11,33.62,73.7,3,27.7,21447262.0,89000.0,39761979.0,2350259.0,True,False,37.05,0.0,17.78,19.4
3059,華晶科,50.5,2.06,5.98,13.04,12.32,66.3,2,1.8,1100388.0,0.0,1378361.0,0.0,True,False,35.86,0.0,17.21,34.1
4764,雙鍵,316.0,1.68,3.44,4.46,12.71,59.7,0,42.5,-434905.0,0.0,-1012349.0,0.0,False,True,0.0,29.06,15.11,48.7
6525,捷敏-KY,130.0,1.51,2.36,9.56,7.5,63.3,0,19.0,-1150357.0,-1843.0,-2766316.0,-3684.0,False,True,0.0,26.99,14.03,43.6
