stock_id,name,close,daily_return_pct,vol_ratio,rsi14,ma28_bias_pct,inst_consec_days,yoy_revenue_pct,past_42d_pct,composite_score,is_early_breakout,is_strong_confirm
5347,世界,187.5,0.54,1.4,52.9,2.82,2,33.6,6.2,26.15,True,False
8383,千附,87.1,-3.01,1.61,74.1,34.51,1,200.1,59.8,15.07,False,True
8091,翔名,288.0,1.59,0.99,57.3,7.96,3,71.7,21.5,10.81,False,True
6175,立敦,110.0,6.8,2.57,55.6,2.78,1,44.0,48.8,8.77,False,True
3402,漢科,156.5,-0.95,1.64,59.8,8.33,2,29.9,15.5,8.74,False,True
