stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score
2458,義隆,140.0,1.71,2.19,4.67,11.56,60.2,11,19.8,1988000.0,-877464.0,4757800.0,-1770248.0,True,True,64.21,80.85,72.86
3376,新日興,222.5,1.71,-0.67,7.31,32.32,59.7,11,-9.6,1163108.0,551000.0,6604328.0,2413000.0,True,True,64.46,76.73,70.84
2377,微星,97.5,1.73,3.94,6.68,12.96,64.3,6,-11.9,695266.0,904000.0,2496101.0,1582508.0,True,True,46.69,76.07,61.97
2317,鴻海,221.0,2.11,4.74,8.57,310.13,64.4,4,45.6,40063980.0,6319584.0,65302671.0,5442111.0,True,True,38.95,82.64,61.67
6269,台郡,70.0,2.18,4.32,14.47,9.57,67.7,1,8.6,2002800.0,0.0,325543.0,0.0,True,True,31.48,78.54,55.95
3034,聯詠,432.5,1.55,4.09,10.19,34.17,71.7,3,-9.6,1244941.0,253203.0,-693544.0,11274.0,True,True,33.57,75.8,55.53
3006,晶豪科,167.5,1.65,4.04,-0.19,37.42,53.6,1,188.1,308389.0,-49000.0,1601710.0,-73000.0,True,True,11.08,85.41,49.73
2355,敬鵬,55.0,1.9,3.58,11.59,17.71,66.6,3,5.7,-1669700.0,133030.0,-1226714.0,397790.0,True,True,35.94,55.84,46.29
6770,力積電,57.0,1.83,5.56,-4.85,124.88,48.8,3,28.3,1519356.0,-20000.0,33251907.0,-13000.0,False,True,0.0,82.18,42.73
2338,光罩,51.8,1.9,2.98,8.61,14.48,61.2,2,-0.5,604899.0,0.0,-2178341.0,0.0,True,True,26.67,55.04,41.42
2374,佳能,76.0,2.38,1.47,7.29,11.33,63.1,0,92.2,-3058445.0,0.0,-1505837.0,4000.0,False,True,0.0,58.36,30.35
2421,建準,147.0,1.69,0.68,5.7,15.69,57.9,0,22.5,-1878211.0,0.0,-1977120.0,3000.0,False,True,0.0,50.65,26.34
3062,建漢,30.9,1.53,2.49,10.34,5.26,59.3,0,30.9,-1910500.0,0.0,-934413.0,1000.0,False,True,0.0,49.97,25.98
6239,力成,218.5,1.51,2.58,6.89,38.55,55.5,0,35.2,-1087721.0,-1733000.0,378048.0,-5003000.0,False,True,0.0,49.32,25.65
2354,鴻準,54.2,1.7,2.65,3.72,7.24,57.1,0,-61.1,-2045505.0,0.0,-3747894.0,0.0,False,True,0.0,45.58,23.7
2441,超豐,96.5,1.53,2.33,6.49,19.53,57.9,0,14.3,-537000.0,-520000.0,2318245.0,-743000.0,False,True,0.0,44.89,23.34
3605,宏致,73.9,2.29,3.21,18.54,10.7,72.1,0,3.4,-246200.0,0.0,-119318.0,-50000.0,False,True,0.0,39.54,20.56
4968,立積,130.0,1.79,6.56,20.41,8.54,72.3,0,3.3,-485000.0,0.0,-883169.0,-4000.0,False,True,0.0,28.94,15.05
2233,宇隆,260.5,1.81,6.11,13.52,7.34,68.9,1,2.9,286020.0,-23000.0,573970.0,-74000.0,True,False,30.96,0.0,14.86
6202,盛群,60.5,2.26,5.95,16.53,11.19,66.9,0,19.9,-3949924.0,0.0,-1799630.0,-6000.0,False,True,0.0,25.73,13.38
