stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
2359,所羅門,139.0,2.78,2.96,17.37,35.08,69.7,0,20.7,-1775171.0,0.0,-169142.0,0.0,False,True,0.0,50.62,26.32,13.9
3563,牧德,893.0,1.7,2.06,1.41,39.7,59.7,1,3.7,-361167.0,200000.0,-219921.0,200000.0,True,True,11.49,23.71,17.84,27.4
2376,技嘉,330.5,1.92,1.23,14.63,132.99,73.3,2,73.7,694418.0,3054000.0,495636.0,3126371.0,True,False,32.85,0.0,15.77,39.7
4540,全球傳動,71.0,2.13,0.14,17.73,18.48,64.4,0,33.3,-5808000.0,0.0,-1176110.0,0.0,False,True,0.0,25.58,13.3,44.0
