stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score
1815,富喬,113.5,1.35,5.09,3.89,68.45,52.8,1,33.0,-10243448.0,605000.0,-22704798.0,602119.0,True,True,12.83,48.99,29.1
6265,方土昶,40.6,2.19,3.05,2.1,5.62,53.6,0,510.6,-582000.0,0.0,504051.0,0.0,False,True,0.0,57.88,26.05
4760,勤凱,234.5,1.44,5.16,4.25,3.44,52.2,0,72.3,-171000.0,0.0,-218272.0,0.0,False,True,0.0,49.28,22.18
5439,高技,401.0,0.84,7.08,19.25,31.0,61.6,2,60.3,-603830.0,1105000.0,-684607.0,744119.0,True,False,32.63,0.0,17.95
3234,光環,111.0,0.7,9.36,9.13,1.38,56.1,4,-9.2,5030.0,0.0,170030.0,0.0,True,False,30.37,0.0,16.7
8299,群聯,1970.0,1.33,7.36,15.43,265.22,61.4,2,221.5,-530158.0,352940.0,816710.0,255937.0,True,False,29.99,0.0,16.49
3680,家登,488.5,1.01,8.8,16.81,20.69,62.9,1,-23.4,166830.0,0.0,-833069.0,-27.0,True,False,28.94,0.0,15.92
5347,世界,146.0,1.04,5.42,15.45,71.82,63.4,1,7.3,10093880.0,-6688849.0,15127259.0,-12256686.0,True,False,24.39,0.0,13.41
4973,廣穎,91.6,1.75,3.97,17.94,18.57,64.0,0,98.8,-751200.0,0.0,625845.0,0.0,False,True,0.0,28.78,12.95
8027,鈦昇,163.0,0.95,2.52,16.3,26.56,64.6,1,-9.6,363046.0,0.0,-718354.0,0.0,True,False,22.34,0.0,12.29
5386,青雲,382.5,0.98,5.23,12.55,13.99,59.3,1,546.8,115003.0,0.0,-118113.0,0.0,True,False,21.1,0.0,11.61
3088,艾訊,101.0,0.93,3.91,12.76,1.37,68.7,1,30.5,202600.0,0.0,128276.0,0.0,True,False,19.96,0.0,10.98
6679,鈺太,289.0,0.78,5.09,11.6,1.5,66.3,1,7.2,118000.0,0.0,104000.0,0.0,True,False,19.57,0.0,10.76
8064,東捷,86.3,0.94,9.94,17.14,15.95,62.2,1,27.2,4831634.0,0.0,4379715.0,0.0,True,False,18.22,0.0,10.02
3526,凡甲,303.0,1.61,2.71,6.47,6.48,63.4,2,18.8,-207900.0,99000.0,88180.0,137000.0,True,False,16.94,0.0,9.32
8086,宏捷科,143.5,0.71,7.09,6.21,9.31,55.2,1,47.9,1371015.0,0.0,3122535.0,0.0,True,False,15.76,0.0,8.67
5904,寶雅,544.0,2.06,4.21,5.88,8.14,62.5,1,20.6,333000.0,-238000.0,343002.0,-247323.0,True,False,15.55,0.0,8.55
3624,光頡,52.8,1.14,5.92,4.06,0.9,51.4,1,30.6,164000.0,0.0,50000.0,0.0,True,False,13.34,0.0,7.34
3707,漢磊,62.0,1.32,9.73,11.68,9.67,60.5,1,22.3,4684000.0,0.0,2879515.0,0.0,True,False,13.2,0.0,7.26
3152,璟德,164.0,0.49,1.86,6.64,1.04,53.7,1,-1.0,99000.0,0.0,342000.0,0.0,True,False,10.78,0.0,5.93
3498,陽程,80.5,0.67,4.55,2.79,1.36,54.0,1,156.9,452000.0,0.0,306000.0,0.0,True,False,9.73,0.0,5.35
5328,華容,25.95,1.9,9.96,2.4,2.1,52.5,2,8.3,612000.0,0.0,358000.0,0.0,True,False,8.21,0.0,4.52
5351,鈺創,70.6,1.01,9.97,0.47,15.95,53.9,3,399.6,4120680.0,0.0,9278710.0,0.0,True,False,7.51,0.0,4.13
