stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
6664,群翊,358.5,1.46,3.61,3.08,1.1,56.6,5,32.3,103368.0,0.0,173766.0,2000.0,True,True,23.2,81.28,49.34,8.5
8358,金居,511.0,1.12,2.82,5.26,16.31,55.5,5,59.7,108263.0,-76000.0,815138.0,-292000.0,True,True,24.02,78.47,48.52,53.0
5309,系統電,53.8,1.75,4.47,3.73,0.97,58.1,2,27.6,463350.0,0.0,433847.0,0.0,True,True,16.14,76.95,43.5,8.7
3455,由田,258.0,1.65,5.74,5.85,9.34,60.3,1,22.4,432573.0,0.0,416239.0,0.0,True,True,16.3,76.38,43.34,53.1
8027,鈦昇,184.0,1.21,4.25,4.68,6.29,54.4,1,37.3,701020.0,0.0,437737.0,0.0,True,True,12.79,79.16,42.66,5.4
8042,金山電,114.0,1.33,2.24,4.72,4.13,51.5,1,38.8,691135.0,0.0,158554.0,0.0,False,True,0.0,80.58,36.26,7.5
3105,穩懋,502.0,0.72,1.01,13.3,107.4,63.9,14,30.6,3000536.0,8000.0,5595335.0,1085000.0,True,False,57.17,0.0,31.44,55.4
6231,系微,235.0,1.78,4.44,8.16,1.46,60.8,0,6.4,-3753.0,0.0,52122.0,0.0,False,True,0.0,46.9,21.11,10.8
3221,台嘉碩,49.1,1.53,-2.0,1.46,1.59,52.3,0,28.7,-550540.0,0.0,-154814.0,0.0,False,True,0.0,45.94,20.67,6.9
3293,鈊象,761.0,2.19,4.39,5.97,43.74,65.3,8,24.8,3148536.0,39000.0,3898241.0,130000.0,True,False,37.51,0.0,20.63,5.3
6643,M31,515.0,1.96,8.08,19.62,16.36,68.8,1,73.1,220592.0,10000.0,156595.0,10000.0,True,False,33.37,0.0,18.35,23.8
3675,德微,335.0,1.59,0.9,19.01,11.81,67.0,2,31.5,-369966.0,143000.0,-422213.0,210000.0,True,False,30.01,0.0,16.51,55.1
3707,漢磊,72.8,1.47,3.7,15.88,24.37,68.8,1,29.5,413520.0,0.0,-6712270.0,0.0,True,False,24.39,0.0,13.41,32.6
3498,陽程,214.0,1.24,7.54,10.51,6.69,64.7,1,326.0,269642.0,0.0,132701.0,0.0,True,False,21.96,0.0,12.08,115.7
6207,雷科,125.0,1.78,9.65,14.06,14.82,63.1,2,35.8,2424410.0,0.0,2442528.0,0.0,True,False,21.5,0.0,11.83,25.0
6182,合晶,120.5,1.1,4.33,8.89,111.84,58.3,1,20.0,21786469.0,0.0,5228909.0,-77000.0,True,False,16.99,0.0,9.34,15.3
3491,昇達科,1555.0,0.61,-0.64,9.74,13.83,58.2,2,93.2,-185992.0,1000.0,-137039.0,50000.0,True,False,15.25,0.0,8.39,42.7
6727,亞泰金屬,505.0,1.42,8.6,1.51,7.73,55.0,1,16.5,177348.0,0.0,81050.0,0.0,True,False,14.04,0.0,7.72,47.2
6530,創威,100.0,0.81,1.32,8.34,1.73,59.7,1,10.7,7542.0,0.0,-68807.0,0.0,True,False,13.0,0.0,7.15,45.1
3680,家登,542.0,0.92,2.65,6.53,7.67,57.6,1,49.9,163620.0,0.0,916.0,0.0,True,False,12.62,0.0,6.94,32.0
3265,台星科,183.0,0.4,1.67,5.31,1.97,57.2,1,3.4,7851.0,-24000.0,945302.0,-24000.0,True,False,9.37,0.0,5.15,22.4
5483,中美晶,188.5,0.75,2.17,3.62,34.72,54.0,1,11.7,2501589.0,-24000.0,-7006831.0,-36000.0,True,False,8.79,0.0,4.83,1.9
