stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
3227,原相,228.0,1.17,-0.87,1.68,5.08,56.5,2,10.3,-42496.0,2000.0,1996643.0,22000.0,False,True,0.0,74.32,33.44,3.6
6223,旺矽,6680.0,1.49,3.97,10.27,84.44,65.0,3,57.8,18817.0,138080.0,110408.0,72986.0,False,True,0.0,58.15,26.17,38.4
8054,安國,124.5,2.91,9.69,18.94,15.97,74.8,4,382.5,4272900.0,0.0,7209780.0,0.0,True,False,33.94,0.0,18.67,0.0
4931,新盛力,261.5,1.4,-2.06,13.16,30.78,61.0,0,178.6,-123573.0,0.0,-480018.0,0.0,False,True,0.0,32.64,14.69,63.9
5904,寶雅,666.0,2.14,4.72,13.55,4.31,70.6,1,19.2,198186.0,-11000.0,184058.0,47500.0,True,False,25.39,0.0,13.96,21.3
8040,九暘,114.0,3.27,9.62,11.53,9.13,66.5,4,57.7,292282.0,0.0,350211.0,0.0,True,False,25.28,0.0,13.9,58.6
6907,雅特力-KY,160.0,1.97,9.97,21.57,5.2,63.6,1,,220911.0,0.0,90156.0,0.0,True,False,24.2,0.0,13.31,25.5
5864,致和證,49.85,1.11,-1.29,18.33,4.33,64.7,0,350.2,-52368.0,0.0,1453714.0,0.0,False,True,0.0,26.09,11.74,98.2
3430,奇鈦科,149.0,1.39,-0.33,-2.61,2.35,54.5,0,6.2,-307168.0,0.0,-440910.0,0.0,False,True,0.0,22.54,10.14,33.6
5347,世界,186.5,2.46,-2.61,11.33,123.89,61.6,1,19.5,-9022466.0,12262907.0,-8559735.0,12248657.0,True,False,15.81,0.0,8.7,28.6
6147,頎邦,258.0,1.82,-6.86,5.8,137.95,57.4,4,19.1,-7658849.0,652330.0,-2731908.0,1515300.0,True,False,14.5,0.0,7.98,82.3
6138,茂達,361.0,2.0,-8.38,10.95,16.54,59.4,1,15.4,-397318.0,10000.0,433646.0,10000.0,True,False,9.61,0.0,5.29,46.7
6419,京晨科,155.0,0.97,1.64,4.23,0.91,57.3,1,368.8,103132.0,0.0,127905.0,0.0,True,False,9.26,0.0,5.09,3.3
