stock_id,name,close,daily_return_pct,vol_ratio,rsi14,ma28_bias_pct,inst_consec_days,yoy_revenue_pct,past_42d_pct,composite_score,is_early_breakout,is_strong_confirm
5864,致和證,36.65,4.27,1.73,57.8,4.52,3,112.9,9.1,49.63,True,True
3680,家登,548.0,2.81,1.21,60.0,9.25,4,49.9,14.0,49.41,True,True
6510,精測,3485.0,-0.99,1.73,60.2,12.27,2,54.3,26.3,47.48,True,True
3221,台嘉碩,48.65,2.42,1.66,51.5,0.64,6,28.7,7.8,47.35,True,True
4991,環宇-KY,498.0,5.06,1.53,54.5,3.01,2,45.6,14.2,45.03,True,True
