stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
2105,正新,33.6,1.94,0.15,5.05,9.98,62.6,12,15.0,15438095.0,-4653106.0,30255063.0,-6662484.0,True,True,68.36,77.01,72.86,3.9
2207,和泰車,486.0,1.7,-1.42,2.02,3.99,55.2,10,51.2,439465.0,-275468.0,866314.0,-273152.0,True,True,52.37,81.06,67.29,5.4
9921,巨大,86.6,2.52,-1.59,13.24,11.65,68.1,3,16.0,578957.0,1000.0,125048.0,0.0,True,True,34.22,84.52,60.38,19.8
2324,仁寶,36.0,1.85,0.14,-0.96,36.33,50.6,1,58.4,22238354.0,-1762153.0,24311935.0,-3862926.0,False,True,0.0,81.6,42.43,27.4
4938,和碩,82.2,1.63,-1.2,-3.2,12.96,45.1,5,15.9,5559490.0,-4016000.0,9193289.0,-5875000.0,False,True,0.0,81.46,42.36,7.5
2412,中華電,138.0,1.59,1.47,-2.2,52.07,46.5,3,11.4,17038876.0,1020408.0,30265341.0,-141509.0,False,True,0.0,75.14,39.07,0.7
