stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
3293,鈊象,789.0,1.67,2.6,2.68,22.3,56.9,9,12.0,-243326.0,1155000.0,-182614.0,1277000.0,True,True,34.28,77.14,53.57,4.4
3227,原相,238.0,1.91,1.93,5.65,21.84,60.2,7,10.3,2291400.0,617000.0,2196849.0,1209000.0,True,True,31.07,55.27,41.96,15.3
3551,世禾,204.0,1.6,4.88,0.95,1.62,52.3,2,21.5,297084.0,0.0,340395.0,0.0,True,True,13.03,75.89,41.32,4.3
8069,元太,214.5,2.54,0.0,1.41,60.08,58.2,3,1.0,-3828851.0,3631000.0,-2844434.0,5233153.0,True,True,13.88,58.7,34.05,53.8
3131,弘塑,3630.0,1.23,1.97,10.72,16.95,60.1,4,7.2,-42404.0,74000.0,-16971.0,194459.0,False,True,0.0,73.89,33.25,26.5
6190,萬泰科,84.0,1.41,6.19,2.86,4.45,56.3,1,30.1,1297000.0,0.0,155625.0,0.0,True,True,12.77,58.28,33.25,18.5
3402,漢科,148.0,1.11,3.5,3.73,2.03,56.3,2,17.6,236940.0,41057.0,164868.0,84875.0,False,True,0.0,51.4,23.13,12.5
8227,巨有科技,214.5,1.92,4.38,7.14,11.11,60.6,1,75.6,-596200.0,52000.0,74800.0,52000.0,True,True,16.53,30.48,22.81,35.3
6121,新普,417.5,1.64,-0.12,2.6,8.72,57.0,0,4.0,-36034.0,-77481.0,-624568.0,725373.0,False,True,0.0,46.41,20.88,14.7
6821,聯寶,64.5,1.36,4.37,-1.62,1.28,52.1,0,19.7,-111994.0,0.0,491861.0,0.0,False,True,0.0,44.01,19.8,21.5
8936,國統,65.0,1.94,8.51,16.23,11.98,68.7,2,11.2,3705054.0,-3169.0,3561264.0,-3169.0,True,False,32.86,0.0,18.07,28.2
5371,中光電,86.9,2.6,10.0,19.3,36.0,69.4,2,6.1,2956272.0,0.0,4555969.0,0.0,True,False,28.59,0.0,15.72,28.7
5483,中美晶,180.0,1.75,9.76,10.13,45.27,59.7,5,5.7,1884771.0,3330051.0,414687.0,3567821.0,True,False,24.48,0.0,13.46,37.4
8096,擎亞,154.5,0.74,6.55,14.4,2.49,63.7,1,154.5,90000.0,0.0,137107.0,0.0,True,False,23.73,0.0,13.05,67.6
4939,亞電,64.3,1.8,3.21,13.12,9.0,61.2,0,21.2,-490100.0,0.0,-498325.0,0.0,False,True,0.0,25.89,11.65,46.0
6584,南俊國際,734.0,0.96,7.15,10.74,10.72,59.8,1,47.0,83594.0,0.0,72082.0,90000.0,True,False,20.93,0.0,11.51,3.8
8383,千附,65.4,1.1,6.0,8.25,2.34,61.3,2,46.1,1118809.0,0.0,771892.0,0.0,True,False,20.62,0.0,11.34,5.5
6234,高僑,48.6,0.99,8.36,3.13,1.17,53.8,3,33.9,51382.0,0.0,121642.0,0.0,True,False,20.35,0.0,11.19,1.1
8121,越峰,50.0,1.11,9.89,12.84,1.32,60.9,3,1.7,464450.0,0.0,1284450.0,0.0,True,False,20.05,0.0,11.03,82.1
8088,品安,64.7,0.77,4.35,3.51,1.11,54.8,4,59.6,236495.0,0.0,336061.0,0.0,True,False,19.68,0.0,10.82,26.4
6291,沛亨,575.0,1.43,-2.21,-0.24,15.96,52.0,0,16.1,-161240.0,0.0,-159429.0,12000.0,False,True,0.0,22.31,10.04,33.7
5904,寶雅,667.0,1.2,4.55,10.27,4.63,65.5,1,19.2,-258925.0,55000.0,-54492.0,53586.0,False,True,0.0,21.46,9.66,19.7
6138,茂達,368.0,2.01,0.68,9.33,17.03,58.6,1,15.4,-1440336.0,65000.0,-1765856.0,65000.0,True,False,15.56,0.0,8.56,54.0
6274,台燿,1680.0,0.96,8.04,3.91,91.14,54.8,1,124.4,-378651.0,389000.0,1563031.0,412000.0,True,False,14.68,0.0,8.07,72.3
1815,富喬,111.0,1.83,9.9,8.85,74.25,57.8,2,49.9,18259215.0,50000.0,14973936.0,56000.0,True,False,14.28,0.0,7.85,0.5
5452,佶優,34.2,1.79,7.89,1.72,1.21,53.0,1,6.3,836002.0,0.0,94548.0,0.0,True,False,13.9,0.0,7.65,5.2
3088,艾訊,143.5,0.92,4.36,2.27,1.29,58.0,2,49.0,513200.0,0.0,414701.0,0.0,True,False,12.55,0.0,6.9,41.4
3707,漢磊,86.9,0.71,10.0,5.28,13.94,54.7,1,28.0,525955.0,0.0,-5560955.0,0.0,True,False,5.42,0.0,2.98,44.4
8358,金居,600.0,0.9,9.89,0.7,58.99,52.5,1,41.4,296487.0,139000.0,-3250261.0,8350.0,True,False,0.95,0.0,0.52,62.4
