stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
8086,宏捷科,162.5,1.12,1.56,3.26,7.57,55.5,5,37.0,223176.0,0.0,1034202.0,0.0,True,True,21.07,79.04,47.16,9.4
5483,中美晶,182.5,1.52,4.29,17.2,80.52,64.9,2,5.7,-634851.0,4491344.0,7515746.0,5577606.0,True,True,29.64,48.35,38.06,46.6
6435,大中,289.0,1.42,6.06,10.36,2.56,61.5,1,22.2,54134.0,0.0,-190941.0,0.0,True,True,21.01,53.12,35.46,61.9
8358,金居,640.0,0.86,1.27,18.05,12.7,63.6,9,41.4,75970.0,-10000.0,1975510.0,6000.0,True,False,47.62,0.0,26.19,74.1
3680,家登,517.0,1.28,3.4,-4.28,8.88,49.3,2,16.0,1129.0,-33000.0,-255142.0,-40000.0,False,True,0.0,52.51,23.63,20.2
5536,聖暉*,1190.0,0.48,1.28,14.83,5.35,62.1,6,27.8,25905.0,-27000.0,235193.0,12513.0,True,False,34.33,0.0,18.88,44.2
8091,翔名,260.5,2.78,5.04,6.05,10.62,59.4,0,82.2,-207565.0,0.0,-622065.0,-360.0,False,True,0.0,39.21,17.64,43.5
6138,茂達,326.0,1.14,4.32,3.04,3.02,55.6,1,15.4,-117718.0,96000.0,-363517.0,96000.0,True,True,11.27,22.07,16.13,42.4
3357,臺慶科,316.5,0.66,5.15,18.87,29.62,65.5,1,37.8,967800.0,0.0,-738804.0,19000.0,True,False,27.23,0.0,14.98,74.9
6274,台燿,1670.0,0.88,3.73,10.49,101.26,60.6,4,124.4,456727.0,521000.0,2191364.0,1204000.0,True,False,26.95,0.0,14.82,76.5
8088,品安,64.8,0.98,2.21,9.62,2.35,60.0,4,59.6,321022.0,0.0,1721737.0,0.0,True,False,24.84,0.0,13.66,28.1
5274,信驊,18485.0,0.52,1.82,4.87,22.33,57.3,5,68.7,38278.0,-4387.0,95330.0,-12326.0,True,False,21.65,0.0,11.91,33.9
6175,立敦,107.5,0.85,9.58,18.69,13.29,62.4,1,25.0,1507066.0,0.0,4214122.0,1000.0,True,False,19.61,0.0,10.79,66.4
5425,台半,108.0,1.48,9.87,15.14,45.22,63.0,1,11.8,2322330.0,0.0,-7674757.0,-729.0,True,False,17.61,0.0,9.69,64.4
8155,博智,412.0,1.14,1.98,4.38,8.12,59.6,0,29.6,-183381.0,0.0,-544300.0,-54000.0,False,True,0.0,20.81,9.36,9.1
6208,日揚,91.8,0.83,6.37,0.35,1.02,54.3,1,12.4,146745.0,0.0,-339060.0,0.0,True,False,9.74,0.0,5.36,22.4
3088,艾訊,141.0,0.44,3.3,2.64,1.53,58.8,1,49.0,293598.0,0.0,212319.0,0.0,True,False,8.36,0.0,4.6,44.2
3293,鈊象,775.0,0.52,0.39,2.48,9.69,53.7,1,12.0,-67862.0,62000.0,291370.0,-184000.0,True,False,5.62,0.0,3.09,0.0
6104,創惟,100.5,0.63,1.41,0.41,1.12,51.2,1,1.7,123949.0,0.0,183070.0,0.0,True,False,4.71,0.0,2.59,7.0
