stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score
8069,元太,159.0,1.55,3.25,7.38,16.76,56.8,14,1.3,1685884.0,156266.0,-409285.0,437302.0,True,True,54.42,75.41,63.87
4768,晶呈科技,538.0,2.18,1.13,13.19,44.1,63.6,3,154.5,366250.0,0.0,1817967.0,0.0,True,True,26.1,88.77,54.3
3707,漢磊,62.8,1.73,6.26,13.18,10.29,66.3,5,22.3,4749080.0,0.0,6393080.0,0.0,True,True,35.99,76.31,54.13
6138,茂達,246.0,2.45,3.8,9.92,3.72,69.9,4,16.4,219000.0,-178000.0,325000.0,-180000.0,True,True,28.76,80.26,51.94
6207,雷科,59.5,1.81,6.25,11.15,3.01,64.5,4,14.3,644500.0,0.0,799500.0,0.0,True,True,30.99,77.1,51.74
4772,台特化,327.0,1.75,1.4,7.48,20.37,60.0,2,289.7,-349873.0,600.0,-163033.0,1266.0,True,True,16.58,86.04,47.84
6121,新普,373.5,1.72,3.75,6.95,4.64,69.8,4,4.6,261222.0,-115111.0,513662.0,-321468.0,True,True,24.24,76.52,47.77
6435,大中,189.5,1.61,4.99,15.4,4.58,70.7,2,11.0,227000.0,0.0,188000.0,0.0,True,True,27.7,48.79,37.19
3709,鑫聯大投控,77.6,1.99,0.39,12.74,8.82,62.7,2,23.3,254000.0,0.0,2885000.0,0.0,True,True,21.52,55.48,36.8
5904,寶雅,549.0,1.44,1.1,7.66,5.19,75.3,4,20.6,-144723.0,82000.0,233373.0,223700.0,True,True,22.01,52.91,35.91
8255,朋程,136.5,1.43,1.87,7.97,1.57,65.5,5,-2.0,138984.0,0.0,539984.0,0.0,False,True,0.0,75.33,33.9
6188,廣明,88.4,1.33,3.39,-2.55,2.78,45.9,2,-12.9,449000.0,-48000.0,1275000.0,-1880000.0,False,True,0.0,74.44,33.5
