stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,past_42d_pct
2388,威盛,83.0,1.73,3.36,14.63,10.9,62.2,4,34.0,5360793.0,-100000.0,10564718.0,-100000.0,True,True,43.88,81.01,63.19,13.2
2301,光寶科,249.0,2.04,-1.19,16.28,232.89,63.5,4,37.0,29757994.0,470701.0,57958120.0,468499.0,True,True,42.2,77.07,60.33,0.2
2408,南亞科,445.0,1.6,2.06,7.04,660.98,55.5,5,719.6,7255434.0,3916935.0,44944486.0,5463870.0,True,True,37.63,62.44,50.53,12.7
2464,盟立,170.0,1.75,4.94,10.08,27.4,59.7,4,43.1,1169133.0,0.0,2395607.0,344000.0,True,True,39.81,58.66,49.61,0.0
3189,景碩,828.0,2.19,7.95,9.73,277.01,58.7,3,32.3,3198315.0,931864.0,4152369.0,1165864.0,True,True,38.78,53.28,46.32,19.7
6206,飛捷,148.0,1.56,5.71,15.59,10.94,66.2,3,26.3,1955953.0,-1645.0,4771061.0,-7288.0,True,False,41.93,0.0,20.13,5.7
