stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score
6227,茂綸,103.0,1.78,2.49,10.16,2.22,68.5,7,16.6,102141.0,0.0,293202.0,0.0,True,True,35.86,76.55,54.17
3227,原相,231.5,1.3,2.21,15.25,9.73,73.9,6,4.2,704517.0,-21131.0,3110718.0,-18587.0,True,True,36.8,69.55,51.54
3152,璟德,175.5,1.43,0.86,7.3,3.01,57.7,5,1.6,195000.0,0.0,423021.0,0.0,True,True,24.61,74.86,47.22
3217,優群,178.0,1.64,1.14,7.73,4.08,61.5,2,-13.3,46971.0,0.0,3990.0,0.0,True,True,16.48,76.33,43.41
8091,翔名,200.0,2.01,4.71,11.37,3.91,67.8,2,35.3,79398.0,0.0,85381.0,0.0,True,True,24.24,60.92,40.75
6693,廣閎科,156.0,1.27,4.7,12.32,3.31,66.3,1,85.7,69955.0,0.0,-162035.0,0.0,True,True,20.67,62.17,39.35
5452,佶優,33.6,1.12,4.51,1.48,0.98,52.0,1,6.5,1131020.0,0.0,294969.0,0.0,True,True,9.1,73.87,38.25
8240,華宏,70.2,1.62,4.0,9.92,4.77,59.4,1,-11.6,23036.0,0.0,-427964.0,0.0,True,True,18.28,54.44,34.55
3211,順達,403.0,1.19,5.64,9.41,58.15,63.0,3,18.6,2205316.0,165875.0,126196.0,513358.0,False,True,0.0,74.33,33.45
6143,振曜,97.6,2.8,6.09,5.19,4.01,58.7,1,14.2,-870900.0,50000.0,-701885.0,50000.0,True,True,17.66,52.07,33.14
8088,品安,56.7,1.45,5.0,9.74,3.88,60.0,2,,577037.0,0.0,419052.0,0.0,False,True,0.0,69.0,31.05
6223,旺矽,4985.0,1.44,-0.8,7.11,105.44,61.9,1,52.6,150747.0,-295000.0,185902.0,100138.0,False,True,0.0,58.04,26.12
6138,茂達,285.0,1.31,9.4,21.58,6.55,75.6,5,13.8,450600.0,3000.0,997323.0,5000.0,True,False,46.88,0.0,25.78
4966,譜瑞-KY,735.0,1.92,9.87,32.25,51.48,75.2,7,-3.8,-868000.0,786000.0,528251.0,1335000.0,True,False,45.29,0.0,24.91
4772,台特化,317.5,1.42,-1.24,4.39,14.31,54.7,0,210.1,-468972.0,0.0,-350829.0,0.0,False,True,0.0,54.93,24.72
8096,擎亞,98.3,1.19,2.5,4.95,23.67,60.8,1,21.4,926242.0,0.0,-2795680.0,0.0,False,True,0.0,51.43,23.14
4749,新應材,1175.0,1.53,8.29,24.35,104.87,71.8,2,-12.4,197021.0,85000.0,521470.0,-4019.0,True,False,39.91,0.0,21.95
6509,聚和,43.7,1.46,-2.13,0.47,2.27,54.2,0,9.8,-1931000.0,0.0,-63000.0,0.0,False,True,0.0,44.97,20.24
3580,友威科,97.0,0.99,9.23,18.12,3.66,66.0,3,71.3,120649.0,0.0,266272.0,0.0,True,False,36.39,0.0,20.01
6548,長科*,53.7,1.16,2.09,3.5,4.42,54.5,0,24.5,-1042090.0,-109000.0,-1626096.0,-109000.0,False,True,0.0,44.21,19.89
5483,中美晶,163.5,1.1,9.73,27.65,53.73,73.0,6,-0.3,2673553.0,6036487.0,879069.0,7728284.0,True,False,35.77,0.0,19.67
6121,新普,394.0,1.21,1.03,10.22,6.13,71.8,0,4.4,-394390.0,-25789.0,-119289.0,-189043.0,False,True,0.0,43.23,19.45
3624,光頡,63.0,1.24,6.78,20.06,4.78,68.8,2,21.0,815000.0,0.0,-89975.0,0.0,True,False,33.55,0.0,18.45
5347,世界,174.5,1.0,4.18,25.6,84.46,67.0,4,9.6,-6651453.0,2976702.0,-12976656.0,4498989.0,True,False,32.49,0.0,17.87
4931,新盛力,187.0,1.25,10.0,24.82,28.69,72.5,2,97.4,1069346.0,0.0,845034.0,0.0,True,False,31.14,0.0,17.13
4707,磐亞,16.5,2.29,7.14,16.78,1.73,69.8,1,-48.8,1692000.0,0.0,60000.0,0.0,True,False,29.51,0.0,16.23
3081,聯亞,2780.0,0.69,6.11,14.26,62.23,62.2,3,115.4,125269.0,118600.0,702810.0,-348455.0,True,False,28.98,0.0,15.94
6425,易發,88.0,2.29,8.24,12.27,4.8,62.5,2,,336112.0,0.0,312266.0,0.0,True,False,28.96,0.0,15.93
5309,系統電,67.4,1.84,5.64,12.39,15.27,65.8,3,7.6,645293.0,0.0,2170441.0,0.0,True,False,28.89,0.0,15.89
8121,越峰,33.85,1.04,9.9,24.55,1.16,66.2,2,38.4,254000.0,0.0,285049.0,0.0,True,False,28.63,0.0,15.75
5425,台半,80.3,1.67,10.0,31.32,28.88,76.0,2,2.6,104090.0,0.0,3818100.0,0.0,True,False,28.6,0.0,15.73
6207,雷科,68.3,0.57,7.39,18.21,4.28,64.6,1,3.6,1438000.0,0.0,-281240.0,0.0,True,False,27.84,0.0,15.31
3587,閎康,350.5,0.93,9.87,13.59,7.93,62.4,5,22.5,633850.0,0.0,859800.0,0.0,True,False,26.37,0.0,14.5
5291,邑昇,71.5,2.17,1.56,4.26,6.74,57.5,0,69.5,-702000.0,0.0,-140000.0,0.0,False,True,0.0,31.66,14.25
8255,朋程,149.0,0.93,2.41,13.72,1.96,66.8,3,-11.8,237964.0,0.0,797186.0,0.0,True,False,25.49,0.0,14.02
5351,鈺創,80.1,0.89,6.66,14.69,23.92,62.1,1,417.1,2946272.0,25000.0,-712126.0,25000.0,True,False,24.17,0.0,13.29
